Country,Restaurant Name,Sentiment,Review Title,Review Date,Review
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Wonderful Mea!,Aug 2019 •,Lovely hidden gem in the heart of Rome. They have 4 tasting menus (with one that specializes in truffles). All come with an optional wine tasting. Food was delicious and service was attentive. Highlight of the meal was a carbonara 3 ways. Would highly recommend - and make sure you get the tasting menu!
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,A hidden gem,Aug 2019 •,"We booked here based purely on the 5 star reviews and their very tempting website... unbelievable experience, very friendly and helpful staff, food was top notch with an amazing red to match along with a beautiful parting gift, our best meal in Rome by far, highly recommend"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Great restaurant!,Aug 2019 •,"Excellent food, staff and atmosphere!!! They took a while with the food but we were compensate with an amazing dessert! We will come back for sure!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Hidden Gem,Aug 2019 •,"We went to this restaurant after recommendation from our hotel, wonderful, friendly welcome into a cosy restaurant. So many wines displayed on wall. Staff couldn’t do enough for you. Lots of little extras, food was good but if I return to Rome and go there again wouldn’t have tasting menu as far too much food. Really good value for money and worth a visit but need to book."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Perfect night,Aug 2019 •,"Ive been to this restaurant 6 years apart and what i can say is both times were a lovely experience great staff great service and great food,best carbonara i have ever tasted with some stunning truffles.
We were given a very nice private table and the waitress were so attentive to everything.

Well done! Would visit over and over again !"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Beautiful restaurant,Jul 2019 •,"The food is good , the atmosphere is great , service the best = perfect dinner

Most impressive, it made me keep thinking about this restaurant although after 2 months.

Good work ,  keep it up"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,FABULOUS,Aug 2019 •,"Everything all the five star reviews promised. Great space, fabulous attentive knowledgeable staff, well paced service, interesting menu and superb cooking. And at 250 euro for four, a good portion of which was for wine, we think good value. Happily adding this to our personal list of top global restaurants."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Wonderful Meal,Jun 2019 •,"We ate here in late June while visiting Rome. Reservation for 4 at 20:00. Everything was wonderful - absolutely wonderful. The staff was beyond accommodating and made us feel as though we were the only ones in the restaurant. We all ordered the tasting menu (no pressure at all from the staff) - 3 with wine, 1 without. We were able to make substitutions between the tasting menus to satisfy our cuisine preferences. Portions were very fair - both food and wine. No skimping. Wine was well paired (and generously poured) and the food was simply delicious.  Can’t wait to go back!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Excellent atmosphere and food!,Jul 2019 •,"We are a family of foodies and this night we where celebrating the birthdays of our daughters. We decided to go to this well received restaurant. The service was warm and personal and they spent time to assist and discuss different wine pairings throughout the evening. Great! The choice of wines are very good and the walls are being used as wine storage. 
The aim of the restaurant was be perceived as a high end traditional Italian restaurant in a fine dining wrapping (complementary  dishes, service, attention to all details). They succeeded very well being developing a warm, personal atmosphere with fantastic dishes. The pasta was in our opinion the best we have had at a restaurant in our lives! If they want to be more fine dining there are details to be refined (smaller portions, more structured service and attention to details. ) Don't interpret me wrong. The place is fantastic and the service and atmosphere is what we want in Italy. The wines tasted was a Nebbiolo from Valtellina and a great Etna Rosso!. Well matched to the dishes.
Small notes to be refined- Given the quality of the wines they need to be chilled before served. Now they were served in the same temperature (approx 25 degrees). A few minutes in a wine cooler (also for the reds) are recommended.

Can highly recommend Ad Hoc"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Best Restaurant for romantic dinner,Jul 2019 •,"Ad Hoc was excellent in terms of atmosphere, food, and service. Been there for dinner with wife and from the beginning, we felt really good and relaxed. The restaurant decor is really nice (bottle of wines on the shelfs and walls) and makes feel comfy and give you that feeling that you're in a nice restaurant   Staff was very helpful and informative, explain the menu in details and also they knew their food and wine. Food is really good but for my taste, the truffle dishes are a bit overpowered by truffle which is very fresh and intensive but that's only our opinion. Food presentation was really good, well-executed and really tasty. In the end, we pay 180 euros which I believe it was a fair price for the whole experience we also get two boxes of sweets and complementary Ad Hoc olive oil. That was a nice touch for our dinner. Generally well worth it to go why you in Rome especially for romantic dinner."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Superb restaurant.,Jul 2019 •,"Good food. They have a lot of truffle dishes. Very good selection of wines. Friendly staff. The waitress Stella, who attended us was amazing. Got a 10% discount by booking a table on their website. Not to be missed when in Rome."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Romantic dinner,Jul 2019 •,"Had a simply lovely evening here.  Wine list is like a text book!  The cubes carbonara three ways was unbelievably delicious.  They gave us complimentary sparkling wine on arrival, a delightful amuse bouche and a darling little bottle of olive oil at the end of our evening.  The entire evening was near perfection!"
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,The Best Restaurant,Jun 2019 •,"I took my wife, niece & mother-in-law on a road trip from Rome to Florence and then to Venice.  I picked out the best restaurants that I could find in each city, and booked them all in advance.  We all agreed that Ad Hoc was the best restaurant of the trip.  The staff were all very friendly from when we walked into the restaurant to when we said goodbye.  They made us feel welcome, and were happy to answer all of our questions.  The food was fabulous, from the appetizers to the dessert.  I had the sea bass which was exquisite, and the pasta was fresh, homemade and delicious.  They had an excellent variety of Italian wines at reasonable prices.  One of my colleagues is going to Rome in August, and Ad Hoc is the only restaurant that I recommended to her.  It's a must for any trip to Rome."
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,They made dining a personal experience,Jun 2019 •,Ad Hoc was fantastic in terms of food quality as well as experience. They were very friendly and explained their menu is detail. We loved sitting by all the wine bottles.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,great restaurant with excellent food,Jun 2019 •,Really enjoyed the tasting menu at the restaurant.  Also the service was superb.  Advised to book early as we had to call three times to check cancellation.  It was well worth it.
Italy,Ad Hoc Ristorante (Piazza del Popolo),Positive,Sooo Good!!  The food kept coming!,Jul 2019 •,"We're from the States. Bumped into a couple from SF and they told us about this restaurant. So glad they did.  Took a taxi to the spot.  They started us off with complimentary wine, bread, olive oil, balsamic. I think we ate 4 or 5 courses of food.  We had more wine and complimentary dessert as well.  They gave us a small bottle of their olive oil. Each course was delicious.  What's even better... It was only $40 US!  I would go here again and again.  Sooo good.  You will not leave hungry!"
